Title,Schedule,Description,Location,Phone,Email,Website
Gillian Yates,N/A,"I have 23 years of experience. The service I offer is friendly, caring and fun. We do lots of craft activities at home, dance to music, sing nursery rhymes, lots of play and read books. We visit local parks, go to the library, attend Mums…","Tyldesley, Manchester, M29",N/A,N/A,N/A
Golborne Community Primary School,N/A,"Golborne CPS is part of the Mosaic Trust and provides Primary education for children between the ages of 3 and 11. Our constant aim is to facilitate children’s learning in a warm, encouraging and respectful community existing in a quality and stimulating environment. Our ethos…","Talbot Street, Golborne, Warrington, WA3 3NN, 01942 726059",N/A,N/A,N/A
Golborne Community Primary School Nursery,N/A,"In our School Nursery, children are cared for by our team of specialist Early Years Teachers who plan exciting activities to move your child's learning forward. The children have access to brand new indoor and outdoor learning environments that are purpose-built and designed to promote…","Talbot Street, Golborne, Warrington, Cheshire, WA3 3NN, 01942 726059",N/A,N/A,N/A
Golborne Community Primary School Out-of-School Club,N/A,"It provides a range of stimulating and creative activities in the safe and secure environment of the school, along with a calm and happy play environment in which children can engage socially with children from other year groups. The club operates from 7:30am–8:45am and from…","Talbot Street, Golborne, Warrington, WA3 3NN, 01942 726059",N/A,N/A,N/A
Golborne High School,N/A,"Golborne High School is a learning community where all pupils believe they can achieve. Our aim is very simple: to ensure that all of our pupils dream, ambitious dreams which we make possible. We are determined to ensure that every child in the Golborne and…","Lowton Road, Golborne, Warrington, WA3 3EL, 01942 726842",N/A,N/A,N/A
Golden Sunflowers Childminding,N/A,"I live with my husband Mark, we have 3 adult daughters and 4 grandchildren and a family-friendly pet dog. I have worked in childcare and education settings for over 20 years with children aged 2 years to 11 years. I have specialised in pastoral support,…","Wigan, Greater Manchester, WN2, 07535813425",N/A,N/A,N/A
Green Meadow Independent Primary School,N/A,"Green Meadow is situated within the heart of Lowton Village near Warrington, close to both Liverpool and Manchester. Green Meadow Independent Primary School is an extended school and offers a range of services such as a breakfast, afterschool and holiday club, which helps meet the…","Green Meadows Private Independent School, Robson Way, Lowton, Warrington, WA3 2RD",N/A,N/A,N/A
Greenland's Breakfast Club & Aftercare at Garrett Hall Primary School,N/A,"We follow the EYFS framework and guidance for children aged 3-5 years. We aim to offer a range of activities and play opportunities to suit all age ranges and abilities in a safe and well supervised setting. Activities include arts and crafts, cookery, outside games…","Garrett Lane, Tyldesley, Manchester, Lancashire, M29 7EY",N/A,N/A,N/A
Hannah Mackintosh,N/A,"I have been an Ofsted Registered Childminder since 2007. I love the job I do, looking after all the children I mind. I offer a caring, safe and secure, home-from-home but fun learning environment for all my children to grow and play. I live on a…","Leigh, WN7, 07810 402154",N/A,N/A,N/A
Happy Days Childminding,N/A,I have been a Childminder for 9 years and I have my own 2 children who are 13 and 10. I promote healthy eating by offering a variety of snacks. We get out and about in the community daily and do lots of activities at…,"Leigh, WN7, 07706985696",N/A,N/A,N/A
Happy Hours Day Nursery,N/A,"Happy Days Day Nursery Ltd is a caring, family run nursery first established in January 1994. It is run by a team of experienced qualified practitioners, all of whom hold a minimum of level 3 Childcare qualification. Senior management are qualified to level 5 and…","Downall Green Road, Bryn, WIGAN, Lancashire, WN4 0DL, 01942 766400",N/A,N/A,N/A
Hawkley Hall High School,N/A,"We are an 11 – 16 mixed comprehensive of around 1130 students and 150 staff situated to the west of Wigan. We are a community of students, staff, parents and governors with a common goal. We strive for the highest standards in everything we do.…","Carr Lane, WIGAN, WN3 5NY, 01942204640",N/A,N/A,N/A
Hawthorn House Childminding,N/A,"Hi, I'm Catherine and I have worked in Childcare for 20+ years, working in nurseries as well as a NVQ childcare assessor.  I am opening up a childminders in the next few months. I am catering for babies through to 5 years and I can…","Orrell, Wigan, WN5",N/A,N/A,N/A
Hazel Hughes,N/A,"My name is Hazel Hughes, I have been a Childminder for the past 17 years in the Orrell/Billinge area of Wigan. I work closely with the 2 local schools - Newfold Community Primary and St James' Catholic Primary, both situated on St James Rd in…","Billinge, Wigan, WN5, 07769262208",N/A,N/A,N/A
Heaven Sent Childcare,N/A,"I have been a registered childminder for 19 years. I have 1 child of my own who is 17 years old. I have an NVQ level 1, 2 and 3 and keep up to date with on-going courses. I am Ofsted registered and a Pacey…","Ince, WIGAN, WN3, 07976 782089, 01942 239792",N/A,N/A,N/A
Helen Dickinson,N/A,I provide childcare in a homely environment and have done so for the past 20 years. I care for children from under 1 up to 11 years old. All aspects of their development is catered for in a loving environment focusing on the child and…,"Winstanley, Wigan, WN3, 07983 632552",N/A,N/A,N/A
Helen Hewitt,N/A,"Graded 'Outstanding' in most recent Ofsted inspection. Information taken from latest Ofsted report: ""Arrangements for assessments are robust. The childminder has an excellent understanding of what children know and can already do. This helps her to plan fun and exciting experiences that motivate children to…","Marus Bridge, Wigan, WN3, 07940369807",N/A,N/A,N/A
Heron Day Nursery,N/A,Heron Day Nursery offers a caring and safe setting for children with a high level of teaching in a playful environment. Our staff work to ensure each child’s needs are met in partnership with parents to support their wishes. We provide care for children from…,"Brick Kiln Lane, Wigan, Lancashire, WN1 1XH, 01942202198",N/A,N/A,N/A
Heron Day Nursery Out-of-School Club,N/A,We offer a before and after-school club for St Mary and St John Primary School and Mabs Cross Primary School. We run a holiday club which is available to all children from any school between ages of 4-11 years. We offer a wide range of…,"St. John's Centre, Brick Kiln Lane, Wigan, WN1 1XH, 01942 202198",N/A,N/A,N/A
Higher Folds 2 Year Olds Nursery and Pre-School,N/A,Higher Folds 2 Year Olds Nursery and Pre-school opened in April 2014 in Higher Folds Community Centre and we are an established nursery that plays an important and key role in the early years education of local children. It is the only 2-year-old funded nursery…,"Higher Folds Community Centre, Stirling Close, Higher Folds, Leigh, Lancashire, WN7 2UB, 01942 674548",N/A,N/A,N/A
Highfield Grange Pre-School,N/A,"We are a small friendly pre-school that take a friendly and fun approach to learning.  We use the Early Years Foundation Stage Curriculum and encourage children to learn through play and offer a wide range of activities including sand/water, books/musical instruments, arts/crafts, ICT, role play…","The Highfield Centre, Highfield Grange Ave, Marus Bridge, Wigan, Lancs, WN3 6GH, 01942 498950",N/A,N/A,N/A
Highfield St. Matthew's C.E. Primary,N/A,"Highfield St Matthew’s is a happy and harmonious school and was quite rightly judged to be 'Good in all areas' in our most recent Ofsted inspection in March 2023. Our school team is dedicated to ensuring all children are happy, content, hardworking and successful. The…","Billinge Road, Wigan, WN3 6BL, 01942 747818",N/A,N/A,N/A
Highfield St. Matthew's Primary - Nursery,N/A,"Mission Statement: We aim to provide a welcoming, caring, happy, Christian environment, where everyone is valued equally and achieves their full potential. Ofsted Report","Billinge Road, Highfield, WIGAN, LANCASHIRE, WN3 6BL, 01942 747818",N/A,N/A,N/A
Hilton Street Childcare,N/A,"We provide places for children in nursery aged 8 weeks old to 5 years old. Children are cared for in three separate playrooms: Giraffes 0-2, Hedgehogs 2-3 and Monkeys 3-5. The environments are tailored to each age and promote children's learning through play, following the…","YMCA Building, Hilton Street, Ashton-in-Makerfield, WIGAN, WN4 8PD, 01942 274684",N/A,N/A,N/A
Hilton Street Childcare - Out of School Care,N/A,"Breakfast club from 7:00am and After-school care up until 6:30pm. In the morning children are provided with breakfast cereals and toast. After school they have a home cooked meal. Children are cared for in our hall on the first floor of the building, separate to…","YMCA building, Hilton Street, Ashton-in-makerfield, Wigan, WN4 8PD, 01942 274684",N/A,N/A,N/A
Hindley All Saints CE Primary Nursery,N/A,"Our nursery is an integral part of our whole school community and as such, has access to the school facilities and extensive outdoor space including forest area, growing area and hens. Our highly skilled teachers are passionate practitioners and offer stimulating and varied learning experiences…","Chapel Fields Lane, Hindley, WIGAN, LANCASHIRE, WN2 3QS, 01942 255577 (School)",N/A,N/A,N/A
Hindley All Saints' Church of England Primary,N/A,"In recognition of its historic foundation, the school will preserve and develop its religious character in accordance with the principles of the Church of England in partnership with the Church and Diocese. The school aims to serve its community by providing an education of the…","Chapel Fields Lane, Hindley, Wigan, WN2 3QS, 01942 255577",N/A,N/A,N/A
Hindley Green Community Primary School,N/A,"Welcome to Hindley Green Community Primary School, a school at the heart of the local community. We are committed to developing a learning environment that is happy, safe, caring, exciting and full of opportunities. We aim to create a vibrant environment, where children feel challenged…","Thomas Street, Hindley Green, Wigan, WN2 4SS, 01942 255406",N/A,N/A,N/A
Hindley Green Community Primary School - Nursery,N/A,"We deliver the curriculum through planned, purposeful play that is based upon the interests and learning needs of the children. Nursery staff work closely with our Reception team so that there is continuity and smooth transition. We welcome our intake of children in September; depending…","Thomas Street, Hindley Green, Wigan, Lancashire, WN2 4SS, 01942 255406",N/A,N/A,N/A
Hindley Green St John's CE Junior & Infants (The Keys Federation Multi Academy Trust),N/A,"St. John’s is a warm, welcoming and supportive school at the heart of our local community in Hindley Green. We pride ourselves on being a warm and friendly school that welcomes visitors and actively encourages a partnership with parents. We provide a high quality creative…","Atherton Road, Hindley Green, Wigan, WN2 4SD, 01942 255396",N/A,N/A,N/A
Hindley Junior & Infant School,N/A,"At Hindley J&I we strive to create a safe, inclusive and inspiring environment which enables everyone to believe in themselves and achieve their aspirations. We are proud of our high expectations for attainment, achievement, attitude and behaviour. Education is a partnership between home and school…","Hindley Junior & Infant School, Argyle Street, Hindley, Wigan, WN2 3PN, 01942 255339",N/A,N/A,N/A
Hindley Nursery School,N/A,"Our high quality provision is underpinned by our strong focus on quality interactions through child-initiated play and adult-guided play. Our provision ensures that we focus on children’s well-being, involvement and how we motivate and engage the children, providing opportunities for them to develop the characteristics…","Mornington Road, Hindley, Wigan, Lancashire, WN2 4LG, 01942 488228 (Select option 1 for 3 & 4 Year old Nursery or option 2 for pre-nursery)",N/A,N/A,N/A
Hindsford CE Primary,N/A,"'Our Best, Always Everywhere' At Hindsford CE Primary School, we have a school motto, which is focused on encouraging our children to always do their best. Our school vision is incredibly important to us and shared by all stakehoders. It is for each and every…","Lodge Road, Atherton, Manchester, M46 9BL, 01942 882409",N/A,N/A,N/A
Hindsford Day Nursery,N/A,"We are a community nursery and a registered charity; we are run by a board of trustees who are teachers from 2 local primary schools. We are able to offer low cost, quality childcare for children aged from 9 months to 4 years 11 months. …","Lodge Road, Atherton, MANCHESTER, Lancashire, M46 9BL, 01942 895313",N/A,N/A,N/A
Hindsford Wraparound Care,N/A,"For more information about Hindsford Wraparound Care, please contact us on the details below.","Lodge Road, Atherton, MANCHESTER, M46 9BL, 07923 042333",N/A,N/A,N/A
The Holden School,N/A,"The Holden School is a purpose-built school that has been designed specifically with the needs of the children we support in mind. Each class has no more than six or seven children looked after by a teacher and teaching assistant, so children get a high…","Firs Lane, Leigh, WN7 4SB",N/A,N/A,N/A
Holly Tree Children's Nursery Ltd,N/A,Our Staff team would like to introduce you to Holly Tree Private Day Nursery. Our aim is to offer professional and quality childcare within a safe & stimulating environment for children aged 0-11 years. We feel therefore that it is very important that you are…,"9, Tracks Lane, Billinge, Wigan, Lancashire, WN5 7BL, 01695 625780",N/A,N/A,N/A
Holly Tree Pre-school - Out of School Club,N/A,"Qualified staff drop off and collect from school daily in our own nursery transport, which is fully insured and equipped. Weather permitting, to support the Healthy Child initiative, we walk the children to school as a walking bus, ensuring each child is signed in and…","Holly Tree Nursery, St. James Old School, St. James Road, Orrell, Wigan, WN5 7AA, 01695 280237 / 01695 625780",N/A,N/A,N/A
Holly Tree Pre-School and Trackers,N/A,Designed for children aged between 3 and 5 years of age with a ratio of 1 adult to 8 children. The new pre-school is set up to cater for all seven areas of learning and development outlines in the Early Years Foundation stage (EYFS) Framework.…,"St James Road, Billinge, Wigan, Lancashire, WN5 7AA, 01695 280237 / 01695 625780",N/A,N/A,N/A
Holy Family Catholic Academy - Nursery,N/A,Our nursery is open term-time during school hours. The doors open at 8:45am for children to begin arriving and to allow parents time to speak to their child's key worker if necessary. The school Breakfast club is open to Nursery children at an additional cost…,"Wigan Street, Platt Bridge, WIGAN, LANCASHIRE, WN2 5JF, 01942 704148",N/A,N/A,N/A
Holy Family Catholic Academy - Wraparound care,N/A,"At breakfast club the children will be provided with a choice of breakfasts, either cereal or toast and a drink of either juice, milk, water, or hot chocolate. During Breakfast club, children will also have access to a range of activities including reading, colouring, and…","Holy Family Catholic Academy, Wigan Street, Platt Bridge, Wigan, WN2 5JF, 01942 704148",N/A,N/A,N/A
Holy Family Catholic Primary - Boothstown - Breakfast and After School Club,N/A,"The children enjoy a range of activities from indoor and outdoor games, dancing, art & craft. A maximum of 24 resource packs are purchased for each craft session. Only pre-booked children will be able to access the planned activities due to the availability of resources. Children…","Boothstown Holy Family Rc Junior & Infant School, Kendal Road, Worsley, Manchester, M28 1AG, 0161 790 2123 School number - use before 3:30pm, 07518 136165 Club number - use between 3:30pm-5:45pm",N/A,N/A,N/A
Holy Family Catholic Primary School (New Springs),N/A,"Holy Family has a reputation for being a happy school with a family atmosphere and excellent academic achievements. Our staff are committed, professional, caring and talented. They provide a happy, safe and supportive learning environment for all children to flourish and achieve. Year on year, the school has…","Longfield Street, Aspull, Wigan, WN2 1EL, 01942 246376",N/A,N/A,N/A
Holy Family Catholic Primary School (New Springs) - Morning Activity Club and After school Activities,N/A,"Our morning activity club is run in school every morning from 7:45am to 8:45am for children attending the school. At this point there is no food served during the session, it is activities only. The children will come in their school uniform and participate in…","Holy Family RC Primary School, Longfield Street, Aspull, Wigan, WN2 1EL, 01942 246376",N/A,N/A,N/A
Holy Family Catholic Primary School (Platt Bridge),N/A,"I am delighted to welcome you to Holy Family Catholic Academy. Our aim is to give your child the best education possible built on the Gospel principles of Jesus Christ. We believe that every child is unique, should be treated as an individual and have…","Wigan Street, Platt Bridge, Wigan, WN2 5JF, 01942 704148",N/A,N/A,N/A
Holy Family Catholic Primary School - Boothstown,N/A,"We are a small Catholic Primary School situated in Boothstown, Wigan which is close to the Salford border. Our mission statement: ‘Live together, work together and pray together’, really celebrates the journey our children take each and every day from the moment they join our…","Kendal Road, Worsley, Manchester, M28 1AG, 0161 790 2123",N/A,N/A,N/A
"Honey Bear - Breakfast, After School and Holiday Club",N/A,"We drop off at school following the breakfast session which is open from 7:30am. We collect from school at your child's stated finishing time, walk back via a designated route to the Nursery where a tea time session including a snack tea is provided until…","14, Nel Pan Lane, Westleigh, Leigh, Lancashire, WN7 5JS, 01942 672258, 07452 955500",N/A,N/A,N/A
Honey Bear Day Care,N/A,"Honey Bear Day Care is an established Day Nursery that has been based in the heart of Westleigh for over 20 years. We operate a baby room, nursery room, pre-school and a before and after school club. Alongside this we have introduced our holiday club to…","14, Nel Pan Lane, Westleigh, LEIGH, Lancashire, WN7 5JS, 01942 672258, 07452 955500",N/A,N/A,N/A
Hope Out of School Care,N/A,Caterpillar before and after school club Hope school also offers wrap around care for children aged 3-11 during term time. We are open from 8am each morning and then from 3.15pm -18.00 pm. If you are interested in this service please contact school and ask…,"Hope Special School, Kelvin Grove, Marus Bridge, Wigan, WN3 6SP, 01942 824150",N/A,N/A,N/A
Hope School and College,N/A,"“Where achievement, equality and independence are a key aspiration for all” Hope School and College is located in Marus Bridge and is a community special school catering for ages 2-19 with a range of severe and complex needs. We are the designated school in Wigan…","Kelvin Grove, Wigan, WN3 6SP, 01942 824150",N/A,N/A,N/A
Hope School Early Years Unit,N/A,"Hope School’s foundation stage caters for children aged 2-5 in a fully inclusive unit, educating mainstream children alongside their peers with additional needs. Our Services include: Two-year-old provision: Open from 8:00am-4:00pm (government funded places available and paid sessions). Preschool: 3 and 4-year-olds (15 and 30 hour government…","Kelvin Grove, Winstanley, WIGAN, WN3 6SP, 01942 824150",N/A,N/A,N/A
Ince CE Primary - Breakfast Club,N/A,"Our Breakfast Club is for children attending Ince CE Primary School and Nursery and runs Monday-Friday 8:00am - 8:45am at a cost of £2.00 per child, per session. Further details are available from the School Office Please click the link to see our latest Ofsted Report.","Ince In Makerfield C Of E Junior & Infant School, Charles Street, Ince, Wigan, WN2 2AL, 01942 704129",N/A,N/A,N/A
Ince CE Primary - Nursery,N/A,"We have a school-based Nursery which runs as part of our Early Years Department. We have a purpose-built area which is bright and stimulating and full of exciting play-based learning resources. Our Nursery is staffed by a qualified, experienced, dedicated team. We have many play/green…","Charles Street, Ince, Wigan, Greater Manchester, WN2 2AL, 01942 704129",N/A,N/A,N/A
Ince CE Primary School & Nursery,N/A,"Our School Vision is inspired by this bible verse:  Matthew 5: 14-16 ""You're here to be light, bringing out the God-colours in the world. God is not a secret to be kept. We're going public with this, as public as a city on a hill.…","Charles Street, Ince, Wigan, WN2 2AL, 01942 704129",N/A,N/A,N/A
Jack in the Box Day Nursery (Wigan) Ltd,N/A,"All nappies are included in the price. All meals and snacks are also provided for children under 2. Children age 2 and over will need to provide a packed lunch, however, breakfast, snacks and tea will be provided, this is reflected in the price once…","81, Ribble Road, Platt Bridge, Wigan, WN2 5EG, 01942 707195",N/A,N/A,N/A
Jack in the Box Day Nursery (Wigan) Ltd - Out of School Care,N/A,"We offer a breakfast club, after-school club and holiday club during school holidays, for children aged from 4 to 11 years. The holiday club runs along side Platt Bridge School holidays and includes breakfast, two snacks and tea. Parents must provide a packed lunch. Please…","81, Ribble Road, Platt Bridge, Wigan, WN2 5EG, 01942 707195",N/A,N/A,N/A
Jacqueline Seddon,N/A,"Hi, my name is Jacky. I have been a registered childminder since 1991 and enjoy every aspect of the job. My main priority is the welfare and development of every child as an individual. I provide stimulating play, activities and outings daily, working with each…","Atherton, Manchester, M46, 01942 882473, 07773 881 603",N/A,N/A,N/A
Janice Gibney,N/A,"I have been childminding since 1999 and have worked with children for nearly 30 years being NNEB trained. I have a purpose built playroom which is equipped for all ages of children, an outdoor play area which is safe and secure. I am a caring…","Tyldesley, Manchester, M29, 01942 575848, 07701 062763",N/A,N/A,N/A
Jayne McNish,N/A,Please contact the Childminder directly for more information.,"Tyldesley, Manchester, M28, 0161 799 5244, 07748 131316",N/A,N/A,N/A
Jennifer Taylor,N/A,"I live with my Husband, 15-year-old son and 10-year-old daughter. I aim to provide a clean, safe, caring environment in a relaxing family home. I provide a full range of resources from toys, books, paints, play dough etc. I have a fully contained outdoor play…","Lowton, Warrington, WA3, 01942 270178, 07899 695040",N/A,N/A,N/A
The Jigsaw Club Ltd (Marus Bridge Primary School),N/A,The Jigsaw Club offers Breakfast and After-school care for school aged children attending the school. Based within Marus Bridge Primary School. Breakfast Club opens at 7:30am. After school club closes at 6pm. A healthy breakfast and afternoon snack are provided with refreshments. The children are…,"c/o Marus Bridge Primary School, Kelvin Grove, Marus Bridge, WIGAN, Lancashire, WN3 6SP, 01942 375808",N/A,N/A,N/A
Joanne Lawrie,N/A,"I am a qualified Nursery Nurse and have worked with children for the past 20 years. I became a childminder after having my own daughter 11 years ago. I live with her and my husband opposite Ashfield Park where we go and play, have picnics…","Standish, Wigan, WN6, 01257 421 265, 07772 762421",N/A,N/A,N/A
Joanne Paxton,N/A,"I have 18 years experience of Childminding. I have a 5-year-old son and care for younger children. I have a playroom and large back garden with outdoor toys. In the school holidays, we go to parks, trampolining, swimming, cinema, local farms and indoor play areas. I…","Astley, MANCHESTER, M29, 01942 702850, 07852 910 635",N/A,N/A,N/A
Joanne Waywell,N/A,"I have over 17 years experience in childcare and been the manager of a Private Day Nursery for the last 8 years. It was a small, family run nursery where I have been lucky enough to still spend time with children and lead by example…","Hindley, Wigan, WN2, 07874 807591",N/A,N/A,N/A
Joe's Zone At St Joseph’s Catholic Primary School - Out-of-School Care,N/A,"Breakfast and after-school care is provided on the school premises by Joe's Zone. They open Monday to Friday at 7.15am until the start of the school day and open again at the end of the school day until 6pm, term time only. Registration and information packs…","Mather Lane, Leigh, WN7 2PW, 01942 606395",N/A,N/A,N/A
John Charles Shone,N/A,This Childminder has not added any information to their page. Please contact them on the details below for more information.,"Tyldesley, Manchester, M29, 01942 886810",N/A,N/A,N/A
Josie Smith,N/A,I have been a childminder for over 30 years. I endeavour to provide a home from home environment where children are encouraged to develop within their own needs and abilities. The children have access to their own indoor and outdoor play areas which are stocked…,"Leigh, WN7, 01942 607726, 07901 836376",N/A,N/A,N/A
Judith Richardson,N/A,"I have been a registered Childminder since 2010 and I work alongside my husband, Ben. We live in a lovely smoke-free, pet-free home. We offer a very homely service and the children are extremely happy and comfortable with us. We have great relationships with our…","Hindley Green, Wigan, WN2, 07912 227520, 07912 227520",N/A,N/A,N/A
Julia Davies,N/A,I am based in Shevington and drop off and pick up from Millbrook primary school. I offer full and part-time places for children aged 0-5 as well as before and after-school care.  I work from 7:30am-5:30pm but am happy to discuss times outside of these…,"Shevington, Wigan, WN6, 07505664104",N/A,N/A,N/A
Julie Coop,N/A,"I have completed my NVQ Level 3 in Children's Care, Learning and Development. I have also completed a Paediatric First Aid course and Children’s Safeguarding course. As these are mandatory courses, they are regularly kept up to date and renewed every 3 years as required. I…","Winstanley, WIGAN, Lancs, WN3",N/A,N/A,N/A
Julie Dutson,N/A,"I take care of children of school age for breakfast and after-school club. I can also offer holiday care, please contact me regarding this. I have experience of working with disabled children, and children with autism. Any child is welcome in my home. My home is…","Tyldesley, Manchester, M29, 01942 875564, 07512 785570",N/A,N/A,N/A
Julie Jackson,N/A,"Hi, my name is Julie and I live in the Bedford area of Leigh. I have 3 children, my 2 sons are 28 and 26, both working and living away from home and my 21-year-old daughter is studying languages at University in Korea. We have…","Leigh, Lancs, WN7, 07932 892547",N/A,N/A,N/A
Jumping Jacks Before and After School Club,N/A,"We offer our before and after-school club to children at Lowton West Primary School. At our before and after-school clubs children arrive and are given a snack meal. After this a wide variety of activities take place, for example; board games, team games, arts and…","Church Lane, Lowton, Warrington, WA3 2RZ, 01942 513345",N/A,N/A,N/A
Jumping Jacks Private Day Nursery,N/A,"We have been open since 1998. All of our are staff are qualified from Level 2 to Level 6. We are a purpose-built nursery designed to give children the best possible start preparing them for school and future life. We provide a homely, safe environment…","34, Ullswater Road, Golborne, WARRINGTON, WA3 3EY, 01942 513345",N/A,N/A,N/A
Justine Brown (Happy Hut Childcare),N/A,"Hello, my name is Justine and I am an Ofsted registered Childminder and mother of three. I have been fortunate to have worked as an early years practitioner for over 20 years, as a childminder and in both nursery and reception classrooms. Alongside my daughter…","Ashton-in-makerfield, Wigan, WN4, 07368297571",N/A,N/A,N/A
Karen Lyon,N/A,"I have been married for 33 years and have 2 lovely daughters aged 22 and 16. I offer a fun loving, home from home environment, love and nurture all of the children in my care and treat them as my own. My sole aim is…","Appley Bridge, Wigan, WN6, 01257 252338, 07766 270586",N/A,N/A,N/A
Karen's Childminding,N/A,"I’ve been childminding for nearly 9 years now and have a well-equipped playroom for my children. I do the daily school run to and from the local primary school - Garrett Hall. For more information, please contact me via the details below.","Tyldesley, Manchester, M29, 01942 877416, 07921 629194",N/A,N/A,N/A
Kath's Kiddie Kingdom,N/A,"My name is Kath and I am an Ofsted Registered Childminder based in Atherton. I am compassionate, loving, caring, motherly, hardworking and reliable.  I live with my husband and 2 young children in my lovely home near Atherton central train station. I have a safe…","Manchester, M46, 07817305016",N/A,N/A,N/A
Katie Flanagan,N/A,"My name is Katie. I am a very positive, confident and hardworking mum of two lovely girls aged 9 and 13 and a wonderful 5-year-old boy. I am a very outgoing and active person. I am creative and my head is always full of ideas…","Hindley, Wigan, WN2, 07894 577421",N/A,N/A,N/A
Katie's Childminding Service,N/A,Lovely family home with large living area. Dining room leads out onto a decked area and canopy and then onto a large lawned garden. We go to a couple of groups a week and trips out into the community. I have lots of toys/activities available…,"Tyldesley, Manchester, M29, 07786 850674",N/A,N/A,N/A
Kelly Fitzsimmons,N/A,"I offer quality care for children from birth onwards in a warm, friendly home-from-home setting. My aim is to promote children's development through play and exploration whilst following the EYFS (Early Years Foundation Stage) framework. The children I care for settle quickly, are very happy…","Wigan Central, Wigan, WN1, 07492 486161",N/A,N/A,N/A
Kelly Pike,N/A,"My name is Kelly Pike, I live with my Husband and 2 children aged 10 and 8 years old, plus our little 1 year old cavapoo. I offer a secure, warm, loving and welcoming home-from-home environment for your children, dedicating the whole of the ground…","Tyldesley, Manchester, M29, 07895 253428",N/A,N/A,N/A
Kids Planet Day Nurseries Limited Leigh,N/A,"Kids Planet Leigh provides a stimulating, imaginative and loving environment for children from 0-4 year olds. The setting was established in 2021 and transformed from a sunbed shop into the wonderful nursery that it is today! At Kids Planet, we believe in a healthy approach…","126, Wigan Road, Leigh, WN7 5DR, 01942 606222",N/A,N/A,N/A
Kids Planet Worsley,N/A,"Kids Planet Worsley is a purpose-built nursery located on City Road and opened in 2019. The nursery benefits from large, spacious rooms and direct access to secure outdoor areas, with a separate roof-top garden. At Kids Planet, we believe in a healthy approach to bodies…","20a, City Road, Worsley, Manchester, M28 1BD, 0161 7033 777",N/A,N/A,N/A
Kidz Club at Hindley All Saints',N/A,Kidz Club is a Limited Company that was created to help parents who needed child care beyond the usual school day and caters for children from Reception to Year 6. Kidz Club meets in a purpose built unit but is an integral part of our…,"C/O Hindley All Saints' CE Primary School,, Hindley, WIGAN, WN2 3QS, 01942 255577, 07731 826893",N/A,N/A,N/A
Kim Anne Wilson,N/A,N/A,"Tyldesley, Manchester, M29, 01942 8944 95",N/A,N/A,N/A
Kirsty Aspinall,N/A,N/A,"Standish, Wigan, WN6",N/A,N/A,N/A
Kirsty Saysell,N/A,"This childminder has not yet consented to share their information on the directory, to contact them for more information please email fsd@wigan.gov.uk with their name and we will endeavour to put you in contact with them.","Lowton, Warrington, WA3",N/A,N/A,N/A
Kool Kidz Out of School Club at Bryn St Peter's Primary School,N/A,For further information please contact Happy Hours Day Nursery on 01942 766400.,"Downall Green Road, Ashton-in-makerfield, Wigan, WN4 0DL, 07521 770568 or 01942 766400",N/A,N/A,N/A
Lamberhead Green Community Primary School,N/A,"Orrell Lamberhead Green is a very successful, two-form entry primary school where we work hard to support, inspire and prepare our children for their future. We do this through strong, informed and supportive relationships with our children and their families. Most importantly, we strive to ensure that all children achieve their BEST. …","Kershaw Street, Orrell, WIGAN, LANCASHIRE, WN5 0AW, 01942 768760, 01942 768761",N/A,N/A,N/A
Lamberhead Green Headstart - Pre-School and Nursery,N/A,"Lamberhead Green Headstart Nursery is a warm and inviting nursery and preschool catering to children aged 2 to 4 years old. With a strong focus on creating a nurturing environment, we ensure that every child feels welcomed and valued from the moment they step through…","Kershaw Street, Pemberton, WIGAN, Lancashire, WN5 0AW, 01942 776002",N/A,N/A,N/A
Landgate School,N/A,Landgate School is a partner school in the Aspire Federation. Our Federation was newly formed in September 2015. Our Schools operate as individual schools but share a commitment to driving forward transformational SEN provision. We are an inclusive school. We enable all learners to achieve…,"Landgate Lane, Ashton-in-makerfield, Wigan, WN4 0EP, 01942 776688",N/A,N/A,N/A
Langtree Hall Children's Nursery,N/A,"Langtree Hall Nursery provides a safe and secure environment, promoting happy and contented children, and in our experience this promotes the knowledge and skills that children need to carry them through school. We are set in our own attractive grounds with ample car parking. Offering…","Langtree Lane, Standish, Wigan, WN6 0QQ, 01257 472586",N/A,N/A,N/A
Laura Ackers,N/A,Please contact me on the details below for more information. Funding/tax free childcare accepted.,"Wigan, Lancashire, WN6",N/A,N/A,N/A
Laura's Little Learners Childminding,N/A,"I am an Early Years Teacher with a BA Hons degree in Primary Teaching, located in Lowton, near to Lowton Junior and Infant school. I endeavour to find the best way to help each child; as with the right support, every child can progress at…","Lowton, Wigan, WA3",N/A,N/A,N/A
Lauren Williams-Sproat,N/A,N/A,"Marus Bridge, Wigan, WN3, 07577 890190",N/A,N/A,N/A
Leigh CE Nursery,N/A,"Leigh CE Nursery is based within Leigh CE Primary School in Leigh, situated in the heart of the community and has the benefit of being part of 'The Wings' CE Trust'. As a Nursery we believe that we are privileged to be entrusted with your…","Henrietta Street, Leigh, WN7 1LP, 01942 671389",N/A,N/A,N/A
Leigh CE Primary School,N/A,"We aim to give our children a passion for learning, a love and respect for each other regardless of social, cultural or personal differences, and a sense of enjoyment as they progress through their time at the school. In this way, we strive to make our…","Henrietta Street, Leigh, WN7 1LP, 01942 671389",N/A,N/A,N/A
